,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
282,广东省电信规划设计院有限公司,设计院,2000人以上,上市公司,虹口区,高级Python后端工程师,3-5年,本科,15k-22k,重点项目、周末双休,"移动互联网,金融",开发|测试|运维类,"绩效奖金,带薪年假,通讯津贴,年底双薪",后端开发,上海
283,北京必示科技有限公司,必示科技,50-150人,A轮,海淀区,python开发工程师/GO开发工程师,1-3年,本科,15k-30k,五险一金,人工智能,开发|测试|运维类,"五险一金,带薪年假,无限零食,极客氛围",后端开发,北京
284,高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高德-高级开发工程师/专家-Python/Go,3-5年,本科,25k-50k,大平台，16薪,工具,开发|测试|运维类,"弹性工作,帅哥多,美女多,五险一金",后端开发,北京
285,广东百捷教育投资有限公司,百捷教育投资,50-150人,未融资,天河区,python教员,1-3年,大专,8k-10k,发展前景良好，团队实力雄厚。,教育,开发|测试|运维类,,数据开发,广州
286,北京润泽致远科技有限公司,润泽致远,50-150人,不需要融资,思明区,python开发工程师,3-5年,本科,8k-15k,互联网金融 AI 机器人流程自动化,不限,开发|测试|运维类,,后端开发,厦门
287,水墨然（北京）文化资产管理有限公司,水墨然,50-150人,不需要融资,朝阳区,性能测试工程师（会python),3-5年,本科,20k-30k,发展空间大,不限,开发|测试|运维类,"年底双薪,带薪年假,定期体检,股票期权",测试,北京
288,水墨然（北京）文化资产管理有限公司,水墨然,50-150人,不需要融资,朝阳区,自动化测试工程师（会python),3-5年,本科,20k-30k,发展空间大,不限,开发|测试|运维类,"年底双薪,带薪年假,定期体检,股票期权",测试,北京
289,百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,浦东新区,Python/Go/C++研发工程师（上海）,不限,本科,20k-40k,发展前景、技术氛围,工具,开发|测试|运维类,"股票期权,弹性工作,五险一金,免费班车",后端开发,上海
290,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,500-2000人,A轮,东湖新技术开发区,python工程师,1-3年,本科,10k-20k,年终丰厚 扁平化管理,消费生活,开发|测试|运维类,"五险一金,通讯津贴,交通补助,带薪年假",后端开发,武汉
291,光之树（北京）科技有限公司,光之树科技,15-50人,A轮,杨浦区,Python,3-5年,本科,20k-30k,金融科技 前沿技术 跨国团队 技术大牛,"金融,数据服务",开发|测试|运维类,"带薪年假,绩效奖金,定期体检,弹性工作",后端开发,上海
292,深圳市优必选科技股份有限公司,优必选科技,500-2000人,C轮,宝安区,高级python开发工程师,5-10年,本科,20k-30k,自研系统，新创团队，六险一金,"移动互联网,硬件",开发|测试|运维类,"人工智能,机器人,午餐补助,扁平化管理",后端开发,深圳
293,北京鸿盈信息技术有限公司,360,2000人以上,上市公司,西城区,效能平台开发工程师-python,3-5年,本科,20k-25k,"平台大,免费三餐,健身房,班车",信息安全,开发|测试|运维类,"专项奖金,年底双薪",后端开发,北京
294,上海竞乐信息技术有限公司,Garena,150-500人,不需要融资,徐汇区,python后端开发工程师,不限,本科,15k-28k,五险一金 ，免费零食，双休，带薪年假,移动互联网,开发|测试|运维类,"年底双薪,绩效奖金,交通补助,五险一金",后端开发,上海
295,惠州市宝高网络科技有限公司,宝高科技,50-150人,不需要融资,洪山区,python运维工程师,3-5年,大专,10k-16k,"竞争力薪资,人性化福利,发展机会多","移动互联网,广告营销",开发|测试|运维类,,运维,武汉
296,混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,3-5年,本科,20k-40k,"弹性工作,六险一金,学习氛围,绩效奖金","移动互联网,教育",开发|测试|运维类,"弹性工作,扁平管理,领导好,五险一金",后端开发,北京
297,深圳市嘉鸿网络科技有限公司,深圳市嘉鸿网络科技有限公司,500-2000人,不需要融资,南山区,python开发工程师,3-5年,大专,12k-20k,大牛带队,"电商,移动互联网",开发|测试|运维类,,后端开发,深圳
298,迪原创新（北京）科技有限公司南京分公司,Dilato,150-500人,未融资,海淀区,Python测试开发工程师（偏开发）,3-5年,本科,10k-20k,上市外企平台；技术导向；,"移动互联网,企业服务",开发|测试|运维类,"节日礼物,带薪年假,绩效奖金,年度旅游",测试,北京
299,我查查信息技术（上海）有限公司,我查查,150-500人,不需要融资,浦东新区,python爬虫工程师,3-5年,本科,15k-25k,年轻 创新 氛围好,移动互联网,开发|测试|运维类,"技能培训,年底双薪,绩效奖金,岗位晋升",后端开发,上海
300,青岛英联艺术传媒有限公司,Arts Alliance Media（中国）,50-150人,未融资,荔湾区,Python高级开发工程师,3-5年,本科,15k-26k,高效团队,数据服务,开发|测试|运维类,,后端开发,广州
301,万科物业发展股份有限公司,万科物业,2000人以上,不需要融资,福田区,python开发工程师,1-3年,本科,10k-20k,五百强名企、行业领头羊,房产家居,开发|测试|运维类,"社区o2o,原始股权,弹性工作制,互联网+",后端开发,深圳
302,北京墨云科技有限公司,墨云科技,50-150人,B轮,鼓楼区,python后端开发工程师,3-5年,本科,15k-30k,五险一金,信息安全,开发|测试|运维类,"股票期权,弹性工作,五险一金,午餐交通补助",后端开发,南京
303,北京墨云科技有限公司,墨云科技,50-150人,B轮,海淀区,Python 高级开发工程师,5-10年,不限,25k-50k,五险一金、弹性工作,信息安全,开发|测试|运维类,"股票期权,弹性工作,五险一金,午餐交通补助",后端开发,北京
304,富途网络科技（深圳）有限公司,富途,500-2000人,上市公司,南山区,资讯与社区-Python后台开发工程师,1-3年,不限,15k-30k,"腾讯系团队,扁平管理,六险一金",金融,开发|测试|运维类,"年底双薪,腾讯系,互联网金融,年度体检",后端开发,深圳
305,富途网络科技（深圳）有限公司,富途,500-2000人,上市公司,南山区,银行业务后台开发工程师-Python,1-3年,本科,14k-28k,发展空间大 核心岗位 团队技术好,金融,开发|测试|运维类,"年底双薪,腾讯系,互联网金融,年度体检",后端开发,深圳
306,北京爱数智慧科技有限公司,爱数智慧,50-150人,A轮,海淀区,python开发工程师,不限,本科,8k-15k,人工智能，加班补助，六险一金,人工智能,开发|测试|运维类,,后端开发,北京
307,易居企业（中国）集团有限公司,易居克而瑞,500-2000人,上市公司,闸北区,Python爬虫工程师,3-5年,本科,10k-20k,五险一金 技能培训 岗位晋升,"移动互联网,消费生活",开发|测试|运维类,"年底双薪,节日礼物,带薪年假,月度绩效奖金",数据开发,上海
308,易居企业（中国）集团有限公司,易居克而瑞,500-2000人,上市公司,闸北区,Python高级工程师,5-10年,本科,20k-25k,公司规模大 氛围好 薪酬体系完善,"移动互联网,消费生活",开发|测试|运维类,"年底双薪,节日礼物,带薪年假,月度绩效奖金",后端开发,上海
309,力扣信息科技（上海）有限公司,LeetCode 领扣网络,50-150人,未融资,普陀区,Python 后端开发工程师,1-3年,本科,14k-20k,不加班 餐补 带薪假 定期体检 零食下午茶,移动互联网,开发|测试|运维类,"年底双薪,绩效奖金,午餐补助,扁平管理",后端开发,上海
310,上海天旦网络科技发展有限公司,Netis,150-500人,B轮,浦东新区,资深Python开发工程师,5-10年,本科,25k-35k,平台大、氛围好、领导nice,数据服务,开发|测试|运维类,"节日礼物,技能培训,年底双薪,带薪年假",后端开发,上海
311,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,徐汇区,python测试开发工程师,3-5年,本科,15k-20k,行业背景好，前沿技术,"企业服务,移动互联网",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",测试,上海
312,上海天旦网络科技发展有限公司,Netis,150-500人,B轮,浦东新区,高级Python开发工程师,3-5年,本科,14k-28k,弹性工时 年终双薪 带薪年假 年度旅游等,数据服务,开发|测试|运维类,"节日礼物,技能培训,年底双薪,带薪年假",后端开发,上海
313,特赞（上海）信息科技有限公司,特赞|Tezign,150-500人,C轮,虹口区,Python开发工程师,3-5年,本科,20k-30k,大牛云集 培训机会 优厚福利 晋升机制,移动互联网,开发|测试|运维类,"技能培训,扁平管理,弹性工作,全员持股",后端开发,上海
314,沈阳神之马科技有限公司,神之马,50-150人,未融资,嘉定区,python开发工程师,3-5年,本科,10k-15k,福利待遇好 上升机会大 平台优势,软件开发,开发|测试|运维类,,后端开发,上海
315,深圳众禄基金销售股份有限公司,众禄基金,150-500人,上市公司,罗湖区,python（web）,3-5年,大专,15k-25k,周末双休 双地铁站圈 五险一金,"移动互联网,金融",开发|测试|运维类,"股票期权,绩效奖金,带薪年假,通讯津贴",后端开发,深圳
316,北京瑞达恒建筑咨询有限公司上海分公司,RCC上海分公司,500-2000人,未融资,黄浦区,研发工程师（Ruby/PHP/Python）,1-3年,本科,10k-15k,架构领先，敏捷管理，技术栈领先，培训完善,企业服务,开发|测试|运维类,"年底双薪,节日礼物,技能培训,绩效奖金",后端开发,上海
317,北京旷视科技有限公司,旷视MEGVII,500-2000人,D轮及以上,海淀区,Python 数据算法工程师,3-5年,本科,20k-40k,牛人团队 上升空间,人工智能,开发|测试|运维类,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",后端开发,北京
318,深圳茂源资本资产管理有限公司,茂源资本,150-500人,不需要融资,南山区,python高级开发工程师,3-5年,本科,20k-40k,扁平化管理 高年终高福利 员工基金 无息贷款,金融,开发|测试|运维类,"年终分红,专项奖金,绩效奖金,股票期权",后端开发,深圳
319,易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,高新技术产业开发区,python开发工程师,1-3年,本科,9k-18k,双休法定假日 五险一金 项目奖 节日福利,移动互联网,开发|测试|运维类,,后端开发,西安
320,深圳市联合信通科技有限公司,至优出行共享汽车,150-500人,未融资,南山区,Python后端工程师,3-5年,本科,15k-25k,发展快,移动互联网,开发|测试|运维类,"弹性工作,扁平管理",后端开发,深圳
321,深信服科技股份有限公司,深信服科技集团,2000人以上,不需要融资,岳麓区,python开发,1-3年,本科,15k-22k,"前沿技术,大平台,竞争力薪酬","信息安全,企业服务",开发|测试|运维类,"三餐全包,大牛超多,年终奖超多,大公司，稳定",后端开发,长沙
322,北京金堤科技有限公司,天眼查,500-2000人,不需要融资,海淀区,Python开发工程师,3-5年,本科,15k-25k,公司发展好,数据服务,开发|测试|运维类,"专项奖金,股票期权,带薪年假,定期体检",后端开发,北京
323,北京金堤科技有限公司,天眼查,500-2000人,不需要融资,海淀区,python工程师,不限,本科,20k-30k,职业发展,数据服务,开发|测试|运维类,"专项奖金,股票期权,带薪年假,定期体检",后端开发,北京
324,源杉数据科技（上海）有限公司,源杉FIR.ai,15-50人,天使轮,杨浦区,Python/Golang开发工程师,3-5年,本科,15k-25k,"精英团队,发展空间,股权激励,行业大牛","数据服务,金融",开发|测试|运维类,"股票期权,美女多,领导好,扁平管理",后端开发,上海
325,深圳世嘉传媒科技有限公司,世嘉传媒,150-500人,不需要融资,南山区,python爬虫工程师,3-5年,本科,15k-25k,福利待遇高,企业服务,开发|测试|运维类,,后端开发,深圳
326,拉勾猎头,拉勾猎头,500-2000人,D轮及以上,西湖区,Python开发工程师,3-5年,本科,13k-26k,"业务前景,发展空间大,年度调薪,年终激励","移动互联网,企业服务",开发|测试|运维类,"一手内推信息,猎头专业服务,名企保面试,精准高效对接",后端开发,杭州
327,北京深尚科技有限公司,深尚科技,15-50人,天使轮,海淀区,Python开发校招,在校/应届,本科,10k-16k,餐补，健身，水果零食，氛围好,"企业服务,人工智能",开发|测试|运维类,"股票期权,午餐补助,专项奖金,弹性工作",后端开发,北京
328,北京升鑫网络科技有限公司,青藤云安全,150-500人,B轮,海淀区,Python开发工程师,3-5年,本科,15k-25k,股票期权 大牛云集 年终奖 14薪,数据服务,开发|测试|运维类,"五险一金,年底双薪,带薪年假,扁平管理",后端开发,北京
329,易宝软件科技（南京）有限公司,易宝软件科技（南京）有限公司,150-500人,上市公司,郫县,python开发工程师,1-3年,本科,10k-18k,发展前景好,移动互联网,开发|测试|运维类,,后端开发,成都
330,深圳松茂科技有限公司,松茂科技,50-150人,不需要融资,宝安区,Python后台开发工程师,3-5年,本科,12k-20k,十点上班，年终奖，业务稳定，技术分享,移动互联网,开发|测试|运维类,"朝十晚六,周末双休,年轻团队,扁平管理",后端开发,深圳
331,互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,中级Python开发工程师,3-5年,本科,15k-25k,技术氛围浓郁 团队氛围轻松 发展空间大,"移动互联网,电商",开发|测试|运维类,"节日礼物,技能培训,年底双薪,年度旅游",后端开发,上海
332,深圳市华运国际物流有限公司,华运物流,500-2000人,未融资,南山区,Python高级开发工程师（爬虫）,3-5年,大专,10k-20k,年底双薪，周末双休，带薪年假、六险一金,企业服务,开发|测试|运维类,"技能培训,节日礼物,年底双薪,绩效奖金",数据开发,深圳
333,51JOB-深信服科技股份有限公司,51JOB-深信服科技,500-2000人,不需要融资,南山区,Python高级开发工程师,3-5年,本科,15k-30k,"五险一金,通讯补贴,专业培训",其他,开发|测试|运维类,,后端开发,深圳
334,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,福田区,Python 数据分析,3-5年,本科,13k-25k,"最先进的技,大项目,交通便利,环境好","移动互联网,金融",产品|需求|项目类,,数据分析,深圳
335,新蛋科技（成都）有限公司,新蛋,500-2000人,不需要融资,长宁区,Python开发-运维开发,3-5年,本科,12k-20k,大平台 成长快 福利完善,电商,开发|测试|运维类,"年底双薪,五险一金,带薪年假,节日礼物",运维,上海
336,上海担路网络科技有限公司,担路网,15-50人,未融资,松江区,Python Web工程师,不限,本科,8k-15k,"年轻团队,年终分红,晋升空间大,待遇从优","移动互联网,企业服务",开发|测试|运维类,"年终分红,交通补助,定期体检,绩效奖金",后端开发,上海
337,北京升鑫网络科技有限公司,青藤云安全,150-500人,B轮,海淀区,python开发工程师,1-3年,本科,15k-25k,浓厚技术氛围、年终奖、双休,数据服务,开发|测试|运维类,"五险一金,年底双薪,带薪年假,扁平管理",后端开发,北京
338,平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,浦东新区,1131BN-python运维开发工程师,3-5年,本科,15k-25k,"五险一金,绩效奖金,带薪年假,定期体检",金融,开发|测试|运维类,"六险一金,扁平化管理,丰厚年终,丰富技术交流",运维,上海
339,上海谷露软件有限公司,谷露软件,50-150人,A轮,黄浦区,python实习生G00016,不限,本科,5k-8k,地图周边,"数据服务,企业服务",开发|测试|运维类,"团队融洽,股票期权,扁平管理,通讯津贴",后端开发,上海
340,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,长宁区,奇秀-Python后端研发工程师--3532,3-5年,本科,20k-35k,"发展空间大,福利待遇好",文娱丨内容,开发|测试|运维类,"绩效奖金,五险一金,交通补助,带薪年假",后端开发,上海
341,北京鸿盈信息技术有限公司,360,2000人以上,上市公司,朝阳区,资深Python工程师,5-10年,本科,30k-45k,六险一金 弹性时间 理发按摩 12天以上年假,信息安全,开发|测试|运维类,"专项奖金,年底双薪",后端开发,北京
342,深圳素问智能信息技术有限公司,素问智能,少于15人,未融资,宝安区,python后端工程师,1-3年,本科,9k-16k,国际化科技团队、带薪年假、年终奖绩效分红,"医疗丨健康,数据服务",开发|测试|运维类,"专项奖金,带薪年假,扁平管理,技能培训",后端开发,深圳
343,国美金控投资有限公司,国美金控,2000人以上,未融资,朝阳区,python研发工程师,5-10年,本科,30k-40k,"大平台,新项目,领导卓越",金融,开发|测试|运维类,"岗位晋升,扁平管理,五险一金,互联网金融",后端开发,北京
344,圆通速递有限公司,圆通,2000人以上,上市公司,青浦区,资深python开发工程师,5-10年,本科,15k-25k,上市公司，前景好，晋升空间广阔，待遇好,物流丨运输,开发|测试|运维类,"技能培训,免费班车,专项奖金,岗位晋升",后端开发,上海
345,圆通速递有限公司,圆通,2000人以上,上市公司,青浦区,python运维开发工程师,5-10年,本科,20k-35k,大牛团队，大平台,物流丨运输,开发|测试|运维类,"技能培训,免费班车,专项奖金,岗位晋升",后端开发,上海
346,北京极睿科技有限责任公司,北京极睿科技有限责任公司,50-150人,A轮,海淀区,python开发工程师,3-5年,本科,20k-40k,清华团队，技术大牛，明星资本，,"移动互联网,数据服务",开发|测试|运维类,"年底双薪,股票期权,弹性工作,扁平管理",后端开发,北京
347,深圳网脊科技开发有限公司,车涯互动,15-50人,A轮,南山区,python高级开发工程师,5-10年,大专,17k-22k,"待遇丰厚,工作环境好,双休","移动互联网,企业服务",开发|测试|运维类,"股票期权,绩效奖金,岗位晋升,年度旅游",后端开发,深圳
348,中科弘云科技（北京）有限公司,中科弘云,15-50人,天使轮,鼓楼区,Python后端开发高级工程师,3-5年,本科,12k-18k,股权激励，13薪,"数据服务,其他",开发|测试|运维类,"股票期权,绩效奖金,年度旅游,五险一金",后端开发,南京
349,壁虎软件科技（深圳）有限公司,Gekko Lab,15-50人,不需要融资,宝安区,Python / Golang后端工程师,3-5年,本科,16k-32k,前沿技术 空间大 挑战性,"数据服务,金融",开发|测试|运维类,"扁平管理,股票期权,前沿科技,带薪年假",后端开发,深圳
350,壁虎软件科技（深圳）有限公司,Gekko Lab,15-50人,不需要融资,宝安区,Python 后端工程师（实习）,在校/应届,本科,4k-6k,"极客精神,前沿技术,空间大,挑战性","数据服务,金融",开发|测试|运维类,"扁平管理,股票期权,前沿科技,带薪年假",后端开发,深圳
351,深圳市长亮科技股份有限公司,长亮科技,2000人以上,上市公司,南山区,python后端开发工程师,3-5年,本科,13k-20k,技术大牛多、职场氛围轻松、学习氛围浓厚,企业服务,开发|测试|运维类,"五险一金,通讯津贴,带薪年假,定期体检",后端开发,深圳
352,北京千橡网景科技发展有限公司,人人公司,2000人以上,上市公司,朝阳区,Python实习生,在校/应届,本科,3k-4k,团队氛围好，出海团队,"社交,金融",开发|测试|运维类,"五险一金,通讯津贴,带薪年假,绩效奖金",后端开发,北京
353,吉林省长天科技开发有限公司西安分公司,吉林长天西安分公司,15-50人,未融资,未央区,python开发工程师,1-3年,本科,5k-9k,五险一金，周末双休，出差补助，法定节假日,移动互联网,开发|测试|运维类,五险一金,后端开发,西安
354,杭州映云科技有限公司,映云科技,50-150人,A轮,五华区,Python 开发实习,在校/应届,本科,4k-5k,"期权,奖金,各类补贴,节日福利","企业服务,物联网",开发|测试|运维类,"开源软件,全球运营,股票期权,带薪年假",后端开发,昆明
355,北京迈迪培尔健康科技有限公司,北京迈迪培尔健康科技有限公司,15-50人,天使轮,门头沟区,python工程师,不限,本科,6k-12k,技术大佬带队,"医疗丨健康,人工智能",开发|测试|运维类,,后端开发,北京
356,上海富肯塞思电子商务有限公司,富肯塞思电子商务,15-50人,不需要融资,滨江区,python开发工程师,3-5年,本科,20k-25k,业绩优异者可获得公司期权奖励。,电商,开发|测试|运维类,,后端开发,杭州
357,宁波平方和投资管理合伙企业（有限合伙）,平方和投资,15-50人,不需要融资,海淀区,python开发工程师,1-3年,本科,10k-16k,牛人团队 地铁周边 扁平管理,金融,开发|测试|运维类,"年终分红,午餐补助,通讯津贴,技能培训",后端开发,北京
358,江苏冰蛙信息科技有限公司,冰蛙集团,50-150人,未融资,鼓楼区,python开发工程师,1-3年,大专,10k-20k,福利待遇好，广阔的发展前景,"数据服务,硬件",开发|测试|运维类,"节日礼物,领导好,管理规范,技能培训",后端开发,南京
359,北京安信天行科技有限公司,安信天行,150-500人,上市公司,海淀区,python开发工程师,5-10年,本科,12k-20k,大型国企 福利优厚,"信息安全,移动互联网",开发|测试|运维类,,后端开发,北京
360,51JOB-杭州锐翌基因技术有限公司,51JOB-杭州锐翌基因技术有限公司,150-500人,不需要融资,西湖区,Python开发工程师,1-3年,本科,8k-12k,"餐饮补贴,定期体检,周末双休",其他,开发|测试|运维类,,后端开发,杭州
361,青岛海纳云科技控股有限公司,海纳云控股,150-500人,未融资,崂山区,python开发工程师,3-5年,本科,13k-18k,物联网平台,物联网,开发|测试|运维类,,后端开发,青岛
362,杭州朝辉电子信息科技有限公司,Aurora,15-50人,未融资,下沙,python工程师,在校/应届,本科,3k-5k,节假日福利；弹性办公,"移动互联网,消费生活",开发|测试|运维类,,后端开发,杭州
363,苏州斑马之家智能科技有限公司,斑马之家,15-50人,不需要融资,张家港市,python后端开发工程师,3-5年,本科,10k-20k,发展平台；股票期权；五险一金；扁平化管理,"硬件,人工智能",开发|测试|运维类,"股票期权,绩效奖金,带薪年假,定期体检",后端开发,苏州
364,武汉创芯杰科技合伙企业（有限合伙）,创芯杰合伙企业,15-50人,未融资,东湖新技术开发区,python金融数据工程师,3-5年,大专,6k-12k,五险一金，下午茶，节日福利，双休,"金融,软件开发",金融类,,证券|基金|信托|期货,武汉
365,诚迈科技有限公司（深圳）,诚迈,2000人以上,不需要融资,东湖新技术开发区,Python自动化测试,1-3年,本科,8k-13k,"五险一金,周末双休,带薪年假,加班费","移动互联网,企业服务",开发|测试|运维类,"节日礼物,带薪年假,绩效奖金,年度旅游",测试,武汉
366,Amber AI Limited,Amber Group,150-500人,不需要融资,南山区,python后端开发工程师,3-5年,本科,20k-40k,大牛云集、金融科技,"金融,区块链",开发|测试|运维类,"绩效奖金,定期体检,交通补助,岗位晋升",后端开发,深圳
367,杭州飞享数据技术有限公司,飞享数据,15-50人,A轮,高新区,Python开发工程师,3-5年,本科,10k-15k,团队靠谱，项目靠谱，A轮高速成长,"移动互联网,数据服务",开发|测试|运维类,"节日礼物,技能培训,绩效奖金,岗位晋升",后端开发,成都
368,深圳市天地网通信息技术有限公司,天地网通,150-500人,未融资,越秀区,python开发工程师,3-5年,本科,10k-12k,弹性工作制、双休、带薪生日假、病假,"移动互联网,数据服务",开发|测试|运维类,"带薪年假,定期体检,弹性工作,五险一金",后端开发,广州
369,广东紫晶信息存储技术股份有限公司,广东紫晶,150-500人,未融资,番禺区,Python开发工程师,1-3年,本科,9k-14k,上市公司&amp;五险一金&amp;周末双休,"数据服务,其他",开发|测试|运维类,"五险一金,工龄工资,上市公司",后端开发,广州
370,杭州图尔兹信息技术有限公司,图尔兹,15-50人,天使轮,拱墅区,Python自动化测试,在校/应届,本科,13k-26k,大佬带队，工程师文化团队，广阔发展前景,"企业服务,数据服务",开发|测试|运维类,"股票期权,绩效奖金,年终分红",测试,杭州
371,拉勾猎头,拉勾猎头,500-2000人,D轮及以上,天河区,cc直播/藏宝阁-服务端开发工程师（python/Java/c++）,1-3年,本科,15k-30k,大厂,"移动互联网,企业服务",开发|测试|运维类,"一手内推信息,猎头专业服务,名企保面试,精准高效对接",后端开发,广州
372,上海海钻网络科技有限公司,海钻网络,15-50人,天使轮,虹口区,Python后端工程师,3-5年,本科,20k-35k,0.5-3个月年度绩效奖金,金融,开发|测试|运维类,,后端开发,上海
373,趣米（武汉）科技有限公司,趣米科技,50-150人,不需要融资,东湖新技术开发区,python后台开发,不限,本科,12k-24k,高回报 高成长 福利好,"游戏,移动互联网",开发|测试|运维类,"弹性工作,扁平管理,五险一金,项目奖金",后端开发,武汉
374,上海易宝软件有限公司南京分公司,上海易宝,150-500人,未融资,雨花台区,python开发工程师,1-3年,本科,10k-15k,五险一金，周末双休，项目奖金，加班补助,移动互联网,开发|测试|运维类,"绩效奖金 ,专项奖金 ,五险一金 ,交通补助 ",后端开发,南京
375,易居（中国）企业管理集团有限公司,易居中国,2000人以上,上市公司,静安区,资深Python开发工程师,3-5年,本科,25k-30k,"上市公司,发展空间大,创新项目","移动互联网,房产家居",开发|测试|运维类,,后端开发,上海
376,南京贝湾信息科技有限公司,扇贝,150-500人,B轮,玄武区,Python答疑老师,不限,不限,5k-9k,"福利好,团队棒,个人成长快","移动互联网,教育",开发|测试|运维类,"节日礼物,带薪年假,扁平管理,定期体检",后端开发,南京
377,北京玩星汇聚科技有限公司,玩星,15-50人,A轮,海淀区,python开发工程师,3-5年,本科,16k-25k,技术前沿，弹性管理，薪资丰厚,"移动互联网,游戏",开发|测试|运维类,"专项奖金,股票期权,带薪年假,绩效奖金",后端开发,北京
378,上海九鞅科技有限公司,九鞅科技,15-50人,不需要融资,杨浦区,python开发工程师,1-3年,本科,10k-20k,超强实力团队，成长空间，弹性工作，年终奖金,"金融,数据服务",开发|测试|运维类,,后端开发,上海
379,厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,南山区,高级python工程师,3-5年,本科,15k-30k,晋升空间，上市公司，扁平管理,硬件,开发|测试|运维类,"节日礼物,与大牛共事,福利健全,五险一金",后端开发,深圳
380,广东快乐种子科技有限公司,快乐种子,2000人以上,B轮,徐汇区,python运维开发工程师,3-5年,大专,12k-22k,发展前景好,"教育,游戏",开发|测试|运维类,"专项奖金,股票期权,绩效奖金,带薪年假",运维,上海
381,携程计算机技术（上海）有限公司,携程集团,2000人以上,上市公司,长宁区,python开发工程师（运维研发与自动化）,3-5年,本科,17k-34k,发展前景好 实力背景佳,旅游,开发|测试|运维类,"绩效奖金,股票期权,五险一金,交通补助",后端开发,上海
382,联合信用投资咨询有限公司,联合咨询,50-150人,不需要融资,和平区,高级python工程师,3-5年,本科,10k-18k,"技术导向,扁平管理,用餐免费,福利补贴","金融,数据服务",开发|测试|运维类,"绩效奖金,交通补助,通讯津贴,定期体检",后端开发,天津
383,武汉小安科技有限公司,小安科技,50-150人,A轮,洪山区,Python高级开发工程师,1-3年,不限,10k-15k,精英团队,"移动互联网,硬件",开发|测试|运维类,"股票期权,绩效奖金,扁平管理,领导好",后端开发,武汉
384,北京我最在行信息技术有限公司,在行,50-150人,A轮,朝阳区,python开发工程师,不限,本科,14k-20k,七险一金 三餐 团队氛围好,"移动互联网,教育",开发|测试|运维类,"股票期权,年终奖,家庭式三餐,六险一金",后端开发,北京
385,北京融智国创科技有限公司,融智国创,50-150人,未融资,海淀区,python开发工程师,在校/应届,本科,8k-12k,学习运用RPA/OCR/NLP等AI技术,"人工智能,软件开发",开发|测试|运维类,"绩效奖金,年终分红,弹性工作,岗位晋升",数据开发,北京
386,深圳市信条智享信息技术有限公司,信条智享,15-50人,天使轮,福田区,python开发工程师,1-3年,大专,11k-16k,双休 弹性上班时间 发展前景好,电子商务 移动互联网,开发|测试|运维类,,后端开发,深圳
387,广州德恒致远科技有限公司,德恒科技,50-150人,D轮及以上,黄埔区,Python后端高级开发工程师,3-5年,本科,15k-25k,五险一金、双休,电商,开发|测试|运维类,,后端开发,广州
388,深圳市金顺福科技有限公司,金顺福,15-50人,未融资,龙岗区,python工程师,在校/应届,大专,20k-35k,出国机会、年度旅游、包吃住、带薪休假,游戏,开发|测试|运维类,,后端开发,深圳
389,翼果（深圳）科技有限公司,翼果科技,50-150人,不需要融资,南山区,python开发工程师,在校/应届,本科,8k-15k,"绩效奖金,股票期权,导师带队,技术氛围浓",数据服务,开发|测试|运维类,"绩效奖金,岗位晋升,扁平管理,领导好",后端开发,深圳
390,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,海淀区,python后台开发（深圳）,3-5年,本科,30k-50k,大平台,社交,开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",后端开发,北京
391,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,IEG-python后台开发工程师,3-5年,本科,25k-50k,发展前景好，行业趋势，公司平台和资源,社交,开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",后端开发,深圳
392,北京微步在线科技有限公司,微步在线,150-500人,C轮,海淀区,python开发工程师,在校/应届,本科,15k-25k,九险一金,信息安全,开发|测试|运维类,"股票期权,带薪年假,五险一金,扁平管理",后端开发,北京
393,成都市肆零肆网络科技有限公司,成都肆零肆,50-150人,未融资,武侯区,Python高级开发工程师,3-5年,本科,10k-18k,"五险一金,带薪年假,项目提成,周末双休","信息安全,数据服务",开发|测试|运维类,"弹性工作,帅哥多,节日礼物,管理规范",后端开发,成都
394,杭州商情智能有限公司,商情智能,50-150人,A轮,滨江区,Python后端,1-3年,本科,10k-13k,年轻活跃有朝气，给狼喂肉不喂草,"人工智能,软件开发",开发|测试|运维类,"股票期权,绩效奖金,午餐补助,通讯津贴",后端开发,杭州
